facility_name,facility_name_english,facility_name_display,facility_type_standard,longitude,latitude,has_original_name,coordinates_valid,location_precision
صيدلية الكرمة,Al Karma Pharmacy,Al Karma Pharmacy,pharmacy,32.4760512,15.6843026,TRUE,TRUE,high
صيدلية الحاجة زكية,Hajja Zakia Pharmacy,Hajja Zakia Pharmacy,pharmacy,32.4857808,15.6862061,TRUE,TRUE,high
صيدلية الراعي الصالح,Good Shepherd Pharmacy,Good Shepherd Pharmacy,pharmacy,32.4943153,15.6745608,TRUE,TRUE,high
صيدلية المؤيد,Almoayyed Pharmacy,Almoayyed Pharmacy,pharmacy,32.500221,15.645969,TRUE,TRUE,high
صيدلية اللدر,Al-Lader Pharmacy,Al-Lader Pharmacy,pharmacy,32.5048677,15.6559522,TRUE,TRUE,high
صيدلية علياء,Alia Pharmacy,Alia Pharmacy,pharmacy,32.4935782,15.6537411,TRUE,TRUE,high
صيدلية العدناني,Al Adnani Pharmacy,Al Adnani Pharmacy,pharmacy,32.4888017,15.644424,TRUE,TRUE,high
صيدلية دكتور كيرولس,Dr. Kirolos Pharmacy,Dr. Kirolos Pharmacy,pharmacy,32.4917439,15.6475115,TRUE,TRUE,high
مركز دي زون لطب الاسنان,D-Zone Dental Center,D-Zone Dental Center,dental_clinic,32.5826822,15.5415741,TRUE,TRUE,high
صيدلية مستشفى الراقي الجامعي,Al-Raqi University Hospital Pharmacy,Al-Raqi University Hospital Pharmacy,pharmacy,32.5893642,15.5254613,TRUE,TRUE,high
صيدلية مركزصلاح الطبي,Salah Medical Center Pharmacy,Salah Medical Center Pharmacy,pharmacy,32.461302,15.641296,TRUE,TRUE,high
صيدلية اليمامة,Al Yamama Pharmacy,Al Yamama Pharmacy,pharmacy,32.4598122,15.5950623,TRUE,TRUE,high
صيدلية الفياض,Al Fayyad Pharmacy,Al Fayyad Pharmacy,pharmacy,32.4579391,15.590313,TRUE,TRUE,high
الداية التومة - شقلة الفتيحاب,Al-Daya Al-Touma - Shakla Al-Fatihab,Al-Daya Al-Touma - Shakla Al-Fatihab,clinic,32.4641903,15.5840132,TRUE,TRUE,high
جنرال موتورز,GM,GM,pharmacy,32.548408,15.5824553,TRUE,TRUE,high
صيدلية انعام,Inaam Pharmacy,Inaam Pharmacy,pharmacy,32.5663109,15.5951872,TRUE,TRUE,high
صيدلية ميديسينا 2,Medicina Pharmacy 2,Medicina Pharmacy 2,pharmacy,32.5633125,15.5950623,TRUE,TRUE,high
صيدلية الاتفاق,Al Ittifaq Pharmacy,Al Ittifaq Pharmacy,pharmacy,32.5621872,15.5946875,TRUE,TRUE,high
صيدلية اسيف,Asif Pharmacy,Asif Pharmacy,pharmacy,32.5086861,15.5153122,TRUE,TRUE,high
صيدلية بشارة 2,Bishara Pharmacy 2,Bishara Pharmacy 2,pharmacy,32.4521866,15.6480627,TRUE,TRUE,high
صيدلية روسلين,Rosslyn Pharmacy,Rosslyn Pharmacy,pharmacy,32.4978142,15.4904375,TRUE,TRUE,high
صيدلية بيتنا 1,Our Home Pharmacy 1,Our Home Pharmacy 1,pharmacy,32.5036888,15.4875622,TRUE,TRUE,high
صيدلية د رونق صالح,Dr. Rawnaq Saleh Pharmacy,Dr. Rawnaq Saleh Pharmacy,pharmacy,32.496563,15.4941874,TRUE,TRUE,high
صيدلية عرفات,Arafat Pharmacy,Arafat Pharmacy,pharmacy,32.4529381,15.6555624,TRUE,TRUE,high
صيدلية امبدة الحارة الخامسة,Embda Al-Hara Al-Fifth Pharmacy,Embda Al-Hara Al-Fifth Pharmacy,pharmacy,32.453064,15.6526871,TRUE,TRUE,high
صيدلية ماجدولين,Magdalene Pharmacy,Magdalene Pharmacy,pharmacy,32.4611893,15.6080627,TRUE,TRUE,high
صيدلية البدائع,Al Badaya Pharmacy,Al Badaya Pharmacy,pharmacy,32.464546,15.6080907,TRUE,TRUE,high
مركز التهامي الطبي,Al-Tohamy Medical Center,Al-Tohamy Medical Center,clinic,32.4590244,15.6086849,TRUE,TRUE,high
عيادة احمد بدير,Ahmed Badir Clinic,Ahmed Badir Clinic,clinic,32.4542177,15.6072246,TRUE,TRUE,high
صيدلية الهجان,Al-Hagan Pharmacy,Al-Hagan Pharmacy,pharmacy,32.4446806,15.6129552,TRUE,TRUE,high
صيدلية صلاح سعد 3,Salah Saad Pharmacy 3,Salah Saad Pharmacy 3,pharmacy,32.454689,15.6125622,TRUE,TRUE,high
صيدلية المك نمر - المهندسين,Al-Mak Nimr Pharmacy - Mohandiseen,Al-Mak Nimr Pharmacy - Mohandiseen,pharmacy,32.4709358,15.6123123,TRUE,TRUE,high
صيدلية ود موسى,Wad Musa Pharmacy,Wad Musa Pharmacy,pharmacy,32.4615631,15.623313,TRUE,TRUE,high
صيدلية سناء,Sanaa Pharmacy,Sanaa Pharmacy,pharmacy,32.4536858,15.605938,TRUE,TRUE,high
صيدلية د. ولاء,Dr. Pharmacy loyalty,Dr. Pharmacy loyalty,pharmacy,32.4530653,15.6129529,TRUE,TRUE,high
صيدلية ود موسى 5,Wad Musa Pharmacy 5,Wad Musa Pharmacy 5,pharmacy,32.4500618,15.6479378,TRUE,TRUE,high
صيدلية الطائف,Taif Pharmacy,Taif Pharmacy,pharmacy,32.5640049,15.5618619,TRUE,TRUE,high
Al-Ezaby,Al-Ezaby,Al-Ezaby,pharmacy,32.5727417,15.5551816,TRUE,TRUE,high
صيدلية منهل الفردوس,Manhal Al-Firdous Pharmacy,Manhal Al-Firdous Pharmacy,pharmacy,32.5755699,15.5557235,TRUE,TRUE,high
د.اسنان,Dentist,Dentist,dental_clinic,32.5745718,15.5425462,TRUE,TRUE,high
صيدليو اوليف,Olive Pharmacies,Olive Pharmacies,pharmacy,32.5598667,15.5470069,TRUE,TRUE,high
صيدلية الشهيدة د.سلمى الجديدة كافورى خلف سوبرماركت إحسان كافورى مجمع النور,"Martyr Dr. Salma New Kafoury Pharmacy, behind Ihsan Kafouri Supermarket, Al Nour Complex","Martyr Dr. Salma New Kafoury Pharmacy, behind Ihsan Kafouri Supermarket, Al Nour Complex",pharmacy,32.5662814,15.6263375,TRUE,TRUE,high
صيدلية عشميق خليفة,Ashmiq Khalifa Pharmacy,Ashmiq Khalifa Pharmacy,pharmacy,32.5787607,15.5569991,TRUE,TRUE,high
صيدلية المبرة,Al-Mabarrah Pharmacy,Al-Mabarrah Pharmacy,pharmacy,32.580045,15.5544439,TRUE,TRUE,high
صيدلية فارس,Fares Pharmacy,Fares Pharmacy,pharmacy,32.5784378,15.5435629,TRUE,TRUE,high
صيدلية أوزون,Ozone Pharmacy,Ozone Pharmacy,pharmacy,32.5770024,15.5568639,TRUE,TRUE,high
صيدلية برهان,Burhan Pharmacy,Burhan Pharmacy,pharmacy,32.5788116,15.5615625,TRUE,TRUE,high
صيدلية ام المؤمنين,Umm Al-Muminin Pharmacy,Umm Al-Muminin Pharmacy,pharmacy,32.5794373,15.7275629,TRUE,TRUE,high
صيدلية اوز,Oz Pharmacy,Oz Pharmacy,pharmacy,32.574688,15.6454372,TRUE,TRUE,high
صيدلية عابدين,Abdeen Pharmacy,Abdeen Pharmacy,pharmacy,32.4814377,15.6338129,TRUE,TRUE,high
صيدلية الصحة والجمال,Health and beauty pharmacy,Health and beauty pharmacy,pharmacy,32.447937,15.6558123,TRUE,TRUE,high
صيدلية مقرات,Maqarat Pharmacy,Maqarat Pharmacy,pharmacy,32.5678221,15.5957062,TRUE,TRUE,high
صيدلية احبك ربي,"Pharmacy I love you, Lord","Pharmacy I love you, Lord",pharmacy,32.5678139,15.5956879,TRUE,TRUE,high
دكتور بيتس,Dr. Bates,Dr. Bates,clinic,32.5696869,15.6065626,TRUE,TRUE,high
صيدلية وجه القمر,Moon Face Pharmacy,Moon Face Pharmacy,pharmacy,32.5715637,15.6021872,TRUE,TRUE,high
صيدلية زمزم,Zamzam Pharmacy,Zamzam Pharmacy,pharmacy,32.578186,15.7028122,TRUE,TRUE,high
صيدلية الطاهرة,Al-Tahira Pharmacy,Al-Tahira Pharmacy,pharmacy,32.5788116,15.7409372,TRUE,TRUE,high
الدرة,Durra,Durra,pharmacy,32.5747858,15.6523284,TRUE,TRUE,high
صيدلية الراشدين,Al-Rashideen Pharmacy,Al-Rashideen Pharmacy,pharmacy,32.5748138,15.6480627,TRUE,TRUE,high
د. مصطفي يعقوب للعيون,D. Mustafa Yaqoub Eye Care,D. Mustafa Yaqoub Eye Care,clinic,32.5747121,15.5858079,TRUE,TRUE,high
مركز المازن لطب و زراعة الأسنان,Al-Mazen Center for Dental Medicine and Implantology,Al-Mazen Center for Dental Medicine and Implantology,dental_clinic,32.5758343,15.5814323,TRUE,TRUE,high
Salamat Center Care,Salamat Center Care,Salamat Center Care,clinic,32.4479623,15.6386513,TRUE,TRUE,high
ربي,My Lord,My Lord,pharmacy,32.5264645,15.6367708,TRUE,TRUE,high
الوالده,The mother,The mother,pharmacy,32.5270959,15.6387327,TRUE,TRUE,high
صيدلية ركاز 2,Rakaz Pharmacy 2,Rakaz Pharmacy 2,pharmacy,32.5314369,15.6358128,TRUE,TRUE,high
مركز علا البيطري,Ola Veterinary Center,Ola Veterinary Center,clinic,32.534687,15.6330624,TRUE,TRUE,high
صيدلية الناظر,Al-Nazer Pharmacy,Al-Nazer Pharmacy,pharmacy,32.4853134,15.6544371,TRUE,TRUE,high
صيدلية الانتصار,Al-Intisar Pharmacy,Al-Intisar Pharmacy,pharmacy,32.49747,15.646296,TRUE,TRUE,high
عيادة د. يوسف تبن,Dr. Clinic Youssef Taban,Dr. Clinic Youssef Taban,clinic,32.4857788,15.644995,TRUE,TRUE,high
مجمع عيادات التوم,Al Tom Clinics Complex,Al Tom Clinics Complex,clinic,32.4912103,15.6473345,TRUE,TRUE,high
صيدلية مكين,Makeen Pharmacy,Makeen Pharmacy,pharmacy,32.5896873,15.5390625,TRUE,TRUE,high
صيدلية سفن ام 1,7M1 Pharmacy,7M1 Pharmacy,pharmacy,32.4609375,15.6575623,TRUE,TRUE,high
صيدلية هاواي,Hawaii Pharmacy,Hawaii Pharmacy,pharmacy,32.4613113,15.6678123,TRUE,TRUE,high
صيدلية السيدة خديجة,Mrs. Khadija Pharmacy,Mrs. Khadija Pharmacy,pharmacy,32.435936,15.6518126,TRUE,TRUE,high
صيدلية بركات محمد سعيد,Barakat Mohamed Saeed Pharmacy,Barakat Mohamed Saeed Pharmacy,pharmacy,32.4480629,15.6620626,TRUE,TRUE,high
صيدلية عيش الريف,Aish Al-Reef Pharmacy,Aish Al-Reef Pharmacy,pharmacy,32.4489365,15.5933123,TRUE,TRUE,high
صيدلية الصهريج1,Tank Pharmacy1,Tank Pharmacy1,pharmacy,32.4378128,15.6478128,TRUE,TRUE,high
صيدلية حوس,Hoss Pharmacy,Hoss Pharmacy,pharmacy,32.4461861,15.6268129,TRUE,TRUE,high
صيدلية الجموعي,Al-Jumoui Pharmacy,Al-Jumoui Pharmacy,pharmacy,32.4360619,15.6030626,TRUE,TRUE,high
صيدلية العوافي,Al-Awafi Pharmacy,Al-Awafi Pharmacy,pharmacy,32.4905756,15.637083,TRUE,TRUE,high
صيدلية مرمر,Marmar Pharmacy,Marmar Pharmacy,pharmacy,32.5210752,15.6358599,TRUE,TRUE,high
صيدلية الكس 2,Alex Pharmacy 2,Alex Pharmacy 2,pharmacy,32.5180882,15.6959728,TRUE,TRUE,high
صيدلية الزينين,Al-Zainin Pharmacy,Al-Zainin Pharmacy,pharmacy,32.5215336,15.7176343,TRUE,TRUE,high
صيدلية ود القاضي,Wad El Qadi Pharmacy,Wad El Qadi Pharmacy,pharmacy,32.5224509,15.7169165,TRUE,TRUE,high
صيدلية كداده 2,Kadada Pharmacy 2,Kadada Pharmacy 2,pharmacy,32.5147476,15.7191215,TRUE,TRUE,high
صيدلية المنارة,Al Manara Pharmacy,Al Manara Pharmacy,pharmacy,32.5156756,15.7191886,TRUE,TRUE,high
مستشفى الشعب التعليمي,People's Teaching Hospital,People's Teaching Hospital,clinic,32.5349751,15.5974529,TRUE,TRUE,high
مستشفى فضيل التخصصي,Fadil Specialized Hospital,Fadil Specialized Hospital,clinic,32.5326146,15.5990642,TRUE,TRUE,high
مختبرات البرج,Al Borg Laboratories,Al Borg Laboratories,clinic,32.5342428,15.6004818,TRUE,TRUE,high
معامل المختبر,Laboratory laboratories,Laboratory laboratories,clinic,32.5339581,15.5998735,TRUE,TRUE,high
صيدلية الخرطوم شرق,Khartoum East Pharmacy,Khartoum East Pharmacy,pharmacy,32.5329024,15.5999789,TRUE,TRUE,high
عشميق,Ashmeq,Ashmeq,clinic,32.5348977,15.6028692,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5294581,15.6035933,FALSE,TRUE,medium
مركز طب الاسنان الحديث,Modern dental center,Modern dental center,dental_clinic,32.530521,15.6039227,TRUE,TRUE,high
مركز النور لطب الاسنان الحديث,Al Nour Center for Modern Dentistry,Al Nour Center for Modern Dentistry,dental_clinic,32.5290002,15.6006953,TRUE,TRUE,high
Yellow Fever Vaccination Clinic,Yellow Fever Vaccination Clinic,Yellow Fever Vaccination Clinic,clinic,32.5269854,15.6002477,TRUE,TRUE,high
صيدلية دكتورة رانيا,Dr. Rania Pharmacy,Dr. Rania Pharmacy,pharmacy,32.5299959,15.5986474,TRUE,TRUE,high
مختبر الريان التخصصي,Al Rayyan Specialized Laboratory,Al Rayyan Specialized Laboratory,other,32.5294015,15.5994399,TRUE,TRUE,high
صيدلية الصيادلة,Pharmacists Pharmacy,Pharmacists Pharmacy,pharmacy,32.5177173,15.5990244,TRUE,TRUE,high
صيدلية السماح,Al Samah Pharmacy,Al Samah Pharmacy,pharmacy,32.5203795,15.5980952,TRUE,TRUE,high
مركز صحي جادان,Jadan Health Center,Jadan Health Center,clinic,32.5429625,15.5696122,TRUE,TRUE,high
صيدلية جادان,Jadan Pharmacy,Jadan Pharmacy,pharmacy,32.5429733,15.5695295,TRUE,TRUE,high
صيدلية الوالدة,Al-Walda Pharmacy,Al-Walda Pharmacy,pharmacy,32.524501,15.641412,TRUE,TRUE,high
صيدلية ايملي فارما,Emily Pharma Pharmacy,Emily Pharma Pharmacy,pharmacy,32.4772444,15.6761663,TRUE,TRUE,high
صيدلية شارع النص,Al-Nas Street Pharmacy,Al-Nas Street Pharmacy,pharmacy,32.4860155,15.6751865,TRUE,TRUE,high
صيدلية مركز صحي ود نوباوي,Wad Health Center Pharmacy Nubawi,Wad Health Center Pharmacy Nubawi,pharmacy,32.4894602,15.6624587,TRUE,TRUE,high
مركز صحي ود نوباوي,Wad Nubawi Health Center,Wad Nubawi Health Center,clinic,32.4895345,15.6626892,TRUE,TRUE,high
صيدلية هنا امدرمان,"Hana Pharmacy, Omdurman","Hana Pharmacy, Omdurman",pharmacy,32.4886965,15.6541309,TRUE,TRUE,high
صيدلية ندي العالمية,Nada International Pharmacy,Nada International Pharmacy,pharmacy,32.4864992,15.6424599,TRUE,TRUE,high
صيدلية علياء,Alia Pharmacy,Alia Pharmacy,pharmacy,32.4895,15.645632,TRUE,TRUE,high
صيدلية ارندا,Aranda Pharmacy,Aranda Pharmacy,pharmacy,32.5050706,15.675484,TRUE,TRUE,high
صيدلية الشهيد محمد عمار,Martyr Muhammad Ammar Pharmacy,Martyr Muhammad Ammar Pharmacy,pharmacy,32.524255,15.6066141,TRUE,TRUE,high
صيدلية كمبال,Kambal Pharmacy,Kambal Pharmacy,pharmacy,32.5245673,15.6047101,TRUE,TRUE,high
صيدلية شفق,Shafak Pharmacy,Shafak Pharmacy,pharmacy,32.5483532,15.5374927,TRUE,TRUE,high
صيدلية علياء,Alia Pharmacy,Alia Pharmacy,pharmacy,32.5565831,15.5469072,TRUE,TRUE,high
صيدلية طيبة,Taiba Pharmacy,Taiba Pharmacy,pharmacy,32.549603,15.530856,TRUE,TRUE,high
صيدلية صحة وعافية,Health and wellness pharmacy,Health and wellness pharmacy,pharmacy,32.5047358,15.6978435,TRUE,TRUE,high
صيدلية ود الحاج,Wad Al Haj Pharmacy,Wad Al Haj Pharmacy,pharmacy,32.5062442,15.6968677,TRUE,TRUE,high
صيدلية مكة 10,Mecca Pharmacy 10,Mecca Pharmacy 10,pharmacy,32.4854294,15.7177447,TRUE,TRUE,high
صيدلية العجايبي,Al-Ajaybi Pharmacy,Al-Ajaybi Pharmacy,pharmacy,32.4761212,15.7112484,TRUE,TRUE,high
مستوصف الجزيرة الطبي,Al Jazeera Medical Clinic,Al Jazeera Medical Clinic,clinic,32.4762497,15.698853,TRUE,TRUE,high
عيادة الثورة الحارة 29,Hot Revolution Clinic 29,Hot Revolution Clinic 29,clinic,32.4616533,15.6993604,TRUE,TRUE,high
مركز الحاجة نفيسة الصحي,Hajja Nafisa Health Center,Hajja Nafisa Health Center,clinic,32.4622793,15.6984765,TRUE,TRUE,high
عيادات قنجاري الطبية,Qanjari Medical Clinics,Qanjari Medical Clinics,clinic,32.4633297,15.7067859,TRUE,TRUE,high
مركز ابراهيم شمس الدين الطبي,Ibrahim Shams El Din Medical Center,Ibrahim Shams El Din Medical Center,clinic,32.4616347,15.7050934,TRUE,TRUE,high
صيدلية تفاؤل البيطرية,Tafaul Veterinary Pharmacy,Tafaul Veterinary Pharmacy,pharmacy,32.4604243,15.7071104,TRUE,TRUE,high
اولاد الميز للدواجن,Al Mayz Sons Poultry,Al Mayz Sons Poultry,pharmacy,32.4761945,15.7033407,TRUE,TRUE,high
صيدلية فارمازون,Pharmazone Pharmacy,Pharmazone Pharmacy,pharmacy,32.5011899,15.7187569,TRUE,TRUE,high
مجمع الصديق ح41,"Al-Siddiq Complex, H41","Al-Siddiq Complex, H41",other,32.4858546,15.7367846,TRUE,TRUE,high
صيدلية نماء,Namaa Pharmacy,Namaa Pharmacy,pharmacy,32.4772225,15.7499665,TRUE,TRUE,high
صيدلية الزهراء,Al Zahraa Pharmacy,Al Zahraa Pharmacy,pharmacy,32.4765178,15.7480508,TRUE,TRUE,high
مركز الشفاء الطبي,Al-Shifa Medical Center,Al-Shifa Medical Center,clinic,32.4857163,15.723721,TRUE,TRUE,high
صيدلية جدو,Gedo Pharmacy,Gedo Pharmacy,pharmacy,32.4761999,15.7185172,TRUE,TRUE,high
صيدلية الوسام الذهبي 3,Al Wissam Al Thahabi Pharmacy 3,Al Wissam Al Thahabi Pharmacy 3,pharmacy,32.4764432,15.7159242,TRUE,TRUE,high
مركز بشير صايل الطبي,Bashir Sayel Medical Center,Bashir Sayel Medical Center,clinic,32.482702,15.7624686,TRUE,TRUE,high
صيدلية رتانيا 3,Ratania Pharmacy 3,Ratania Pharmacy 3,pharmacy,32.4597376,15.738702,TRUE,TRUE,high
صيدلية روجين,Rogaine Pharmacy,Rogaine Pharmacy,pharmacy,32.4926068,15.7220618,TRUE,TRUE,high
صيدلية العثمان,Al Othman Pharmacy,Al Othman Pharmacy,pharmacy,32.5501392,15.4859456,TRUE,TRUE,high
صيدلية ابو المقداد 10,Abu Al-Miqdad Pharmacy 10,Abu Al-Miqdad Pharmacy 10,pharmacy,32.5654024,15.4931317,TRUE,TRUE,high
صيدلية الوسيلة 3,Al Waseela Pharmacy 3,Al Waseela Pharmacy 3,pharmacy,32.5048225,15.4532887,TRUE,TRUE,high
صيدلية yo,yo pharmacy,yo pharmacy,pharmacy,32.501819,15.4718651,TRUE,TRUE,high
صيدلية الوسيلة 5,Al Waseela Pharmacy 5,Al Waseela Pharmacy 5,pharmacy,32.4819154,15.4688458,TRUE,TRUE,high
صيدلية الوسيلة 2,Al Waseela Pharmacy 2,Al Waseela Pharmacy 2,pharmacy,32.4843302,15.4693734,TRUE,TRUE,high
صيدلية الوسيلة 1,Al Waseela Pharmacy 1,Al Waseela Pharmacy 1,pharmacy,32.4849996,15.4661036,TRUE,TRUE,high
صيدلية ان كير,InCare Pharmacy,InCare Pharmacy,pharmacy,32.4867716,15.4575617,TRUE,TRUE,high
صيدلية الوسيلة 8,Al Waseela Pharmacy 8,Al Waseela Pharmacy 8,pharmacy,32.4886142,15.4487498,TRUE,TRUE,high
صيدلية ابو المقداد 9,Abu Al-Miqdad Pharmacy 9,Abu Al-Miqdad Pharmacy 9,pharmacy,32.4898665,15.4431859,TRUE,TRUE,high
مركز النور الطبي,Al Nour Medical Center,Al Nour Medical Center,clinic,32.4872364,15.7113506,TRUE,TRUE,high
عيادة المدينة لطب الاسنان,City Dental Clinic,City Dental Clinic,dental_clinic,32.5061331,15.6984541,TRUE,TRUE,high
صيدلية النوبي,Al Noubi Pharmacy,Al Noubi Pharmacy,pharmacy,32.4856199,15.6929303,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5401537,15.6325511,FALSE,TRUE,medium
صيدلية ريل,Real Pharmacy,Real Pharmacy,pharmacy,32.5351997,15.6412143,TRUE,TRUE,high
صيدلية المغتربين,Expatriates Pharmacy,Expatriates Pharmacy,pharmacy,32.5366304,15.6412175,TRUE,TRUE,high
صيدلية الكلاكلة القبة,Al-Kalakla Pharmacy Al-Qubba,Al-Kalakla Pharmacy Al-Qubba,pharmacy,32.4674505,15.4734671,TRUE,TRUE,high
صيدلية اسراء,Esraa Pharmacy,Esraa Pharmacy,pharmacy,32.4669945,15.4738135,TRUE,TRUE,high
صيدلية الوسيلة 4,Al Waseela Pharmacy 4,Al Waseela Pharmacy 4,pharmacy,32.4664101,15.4739069,TRUE,TRUE,high
مركز صحي الخوجلاب,Al-Khojlab Health Center,Al-Khojlab Health Center,clinic,32.5628427,15.806813,TRUE,TRUE,high
كاريزما 2 لطب الاسنان,Charisma 2 Dentistry,Charisma 2 Dentistry,clinic,32.4527036,15.7066049,TRUE,TRUE,high
صيدلية ابراهيم شمس,Ibrahim Shams Pharmacy,Ibrahim Shams Pharmacy,pharmacy,32.4617332,15.7076991,TRUE,TRUE,high
مركز اولاد جابر الطبي,Sons Jaber Medical Center,Sons Jaber Medical Center,clinic,32.4495184,15.711969,TRUE,TRUE,high
مركز العناية الصحي الخيري,Charitable health care center,Charitable health care center,clinic,32.4539697,15.6832662,TRUE,TRUE,high
مستوصف الفجر الخيري,Al Fajr Charitable Clinic,Al Fajr Charitable Clinic,clinic,32.4472921,15.7613009,TRUE,TRUE,high
مركز الشابي 3,Chebbi Center 3,Chebbi Center 3,clinic,32.4466078,15.7674707,TRUE,TRUE,high
صيدلية الهلالي,Al Hilali Pharmacy,Al Hilali Pharmacy,pharmacy,32.5314553,15.6414958,TRUE,TRUE,high
صيدلية ريل,Real Pharmacy,Real Pharmacy,pharmacy,32.5313778,15.6430291,TRUE,TRUE,high
المركز الهندي لطب الاسنان,Indian Dental Centre,Indian Dental Centre,clinic,32.5311087,15.6482498,TRUE,TRUE,high
صيدلية الشعبية,Popular Pharmacy,Popular Pharmacy,pharmacy,32.5310072,15.6434483,TRUE,TRUE,high
صيدلية الاول,First Pharmacy,First Pharmacy,pharmacy,32.52985,15.641278,TRUE,TRUE,high
صيدلية العوافي,Al-Awafi Pharmacy,Al-Awafi Pharmacy,pharmacy,32.4905624,15.6370621,TRUE,TRUE,high
صيدلية النو,Al Nou Pharmacy,Al Nou Pharmacy,pharmacy,32.479187,15.626687,TRUE,TRUE,high
صيدلية قرطاجنة,Cartagena Pharmacy,Cartagena Pharmacy,pharmacy,32.4614372,15.6380625,TRUE,TRUE,high
صيدلية الاخلاء,Evacuation pharmacy,Evacuation pharmacy,pharmacy,32.4611893,15.6288128,TRUE,TRUE,high
صيدلية ماستر كي,Master K Pharmacy,Master K Pharmacy,pharmacy,32.4708138,15.6223125,TRUE,TRUE,high
صيدلية صلاح سعد,Salah Saad Pharmacy,Salah Saad Pharmacy,pharmacy,32.4615631,15.6300621,TRUE,TRUE,high
صيدلية العودة الحديثة,Al Awda Modern Pharmacy,Al Awda Modern Pharmacy,pharmacy,32.4613113,15.6203127,TRUE,TRUE,high
صيدلية زروق,Zarrouk Pharmacy,Zarrouk Pharmacy,pharmacy,32.5231857,15.6326876,TRUE,TRUE,high
صيدلية نيازك,Nayazik Pharmacy,Nayazik Pharmacy,pharmacy,32.522686,15.6446877,TRUE,TRUE,high
مختبر مرج التخصصي الخرطوم,"Marj Specialized Laboratory, Khartoum","Marj Specialized Laboratory, Khartoum",clinic,32.5338423,15.5994036,TRUE,TRUE,high
Dr Elfadil's,Dr Elfadil's,Dr Elfadil's,dental_clinic,32.5285658,15.6000895,TRUE,TRUE,high
مركز الفاضل لطب الأسنان,Al-Fadil Dental Center,Al-Fadil Dental Center,clinic,32.5285792,15.6000523,TRUE,TRUE,high
إدارة المعامل الخرطوم,Khartoum Laboratories Management,Khartoum Laboratories Management,clinic,32.5275966,15.600184,TRUE,TRUE,high
صيدلية الفارابي,Al Farabi Pharmacy,Al Farabi Pharmacy,pharmacy,32.5331904,15.5990347,TRUE,TRUE,high
صيدلية نسيبه,Nuseibah Pharmacy,Nuseibah Pharmacy,pharmacy,32.5213994,15.5980417,TRUE,TRUE,high
Dr. Gamar Dental Centre,Dr. Gamar Dental Centre,Dr. Gamar Dental Centre,dental_clinic,32.5421651,15.5799731,TRUE,TRUE,high
شركة كمبال العالمية,Kambal International Company,Kambal International Company,pharmacy,32.5456428,15.584445,TRUE,TRUE,high
البطل الروماني,Roman hero,Roman hero,pharmacy,32.4867615,15.662191,TRUE,TRUE,high
صيدلية العشرة,Al Ashra Pharmacy,Al Ashra Pharmacy,pharmacy,32.5304375,15.5499372,TRUE,TRUE,high
صيدلية الاستشاري,Al-Istishari Pharmacy,Al-Istishari Pharmacy,pharmacy,32.529686,15.5500622,TRUE,TRUE,high
صيدلية د عمرو مهدي,Dr. Amr Mahdy Pharmacy,Dr. Amr Mahdy Pharmacy,pharmacy,32.4290619,15.5536871,TRUE,TRUE,high
المركز الإفريقي الهولندي للعلاج الطبيعي,Dutch African Center for Physiotherapy,Dutch African Center for Physiotherapy,clinic,32.5546228,15.5487783,TRUE,TRUE,high
صيدلية مكة ٦,Mecca Pharmacy 6,Mecca Pharmacy 6,pharmacy,32.5583573,15.5469023,TRUE,TRUE,high
صيدلية الجزيرة 3,Al Jazeera Pharmacy 3,Al Jazeera Pharmacy 3,pharmacy,32.4618111,15.6988125,TRUE,TRUE,high
صيدلية الدوثر,Al Dawthar Pharmacy,Al Dawthar Pharmacy,pharmacy,32.5643271,15.5023878,TRUE,TRUE,high
صيدلية الأفضل,Best Pharmacy,Best Pharmacy,pharmacy,32.5636066,15.5032343,TRUE,TRUE,high
صيدلية الشلال,Al Shallal Pharmacy,Al Shallal Pharmacy,pharmacy,32.501812,15.4719372,TRUE,TRUE,high
صيدلية ود الباهي,Wad El Bahi Pharmacy,Wad El Bahi Pharmacy,pharmacy,32.507061,15.4605627,TRUE,TRUE,high
صيدلية الوسيلة 8,Al Waseela Pharmacy 8,Al Waseela Pharmacy 8,pharmacy,32.4885635,15.4486876,TRUE,TRUE,high
صيدلية لمياء معتصم,Lamia Moatasem Pharmacy,Lamia Moatasem Pharmacy,pharmacy,32.4890633,15.4446878,TRUE,TRUE,high
صيدلية الدومة,Douma Pharmacy,Douma Pharmacy,pharmacy,32.4891891,15.6590624,TRUE,TRUE,high
صيدلية ام النور,Umm Al Nour Pharmacy,Umm Al Nour Pharmacy,pharmacy,32.4890633,15.6601877,TRUE,TRUE,high
صيدلية ريتانيا,Retania Pharmacy,Retania Pharmacy,pharmacy,32.5569382,15.7049379,TRUE,TRUE,high
صيدلية جماع,Intercourse pharmacy,Intercourse pharmacy,pharmacy,32.5504379,15.6938124,TRUE,TRUE,high
ربل,rubble,rubble,pharmacy,32.5338963,15.6412367,TRUE,TRUE,high
صيدلية الزعيم,Al Zaeem Pharmacy,Al Zaeem Pharmacy,pharmacy,32.539426,15.641524,TRUE,TRUE,high
